0,1
3328,2
8966,3
20581,4
7455,5
1187,6
3219,7
1133,8
757,9
1751,10
784,11
131,12
603,13
137,14
3178,15
18120,16
54626,17
16734,18
2523,19
11885,20
2329,21
1641,22
7476,23
1530,24
1058,25
4303,26
990,27
51613,28
1.7087e+05,29
48436,30
1393,31
2430,32
8,33
0,34
2025,35
0,36
0,37
4016,38
0,39
0,40
2022,41
0,42
0,43
4016,44
0,45
342,46
2136,47
0,48
0,49
4016,50
0,51
0,52
2022,53
0,54
0,55
4016,56
0,57
0,58
2022,59
0,60
339,61
4174,62
0,63
0,64
2480,65
0,66
0,67
5164,68
0,69
0,70
3050,71
0,72
0,73
5899,74
0,75
342,76
3732,77
0,78
0,79
6556,80
0,81
0,82
3851,83
0,84
0,85
2516,86
0,87
0,88
5202,89
0,90
339,91
248,92
0,93
0,94
89,95
0,96
0,97
0,98
0,99
0,100
0,101
5.8537e+07,102
1.1937e+06,103
1.3632e+06,104
1.1142e+06,105
1.0215e+06,106
1.1019e+06,107
9.69e+05,108
9.6903e+05,109
9.6657e+05,110
8.205e+05,111
7.2919e+05,112
7.5952e+05,113
6.5594e+05,114
6.8502e+05,115
6.3666e+05,116
5.9608e+05,117
7.8454e+05,118
7.7404e+05,119
4.7848e+05,120
5.9494e+05,121
7.3303e+05,122
9.3321e+05,123
1.1579e+06,124
1.1466e+06,125
9.5044e+05,126
9.3768e+05,127
1.0654e+06,128
1.0597e+06,129
1.2112e+06,130
1.4001e+06,131
1.1655e+06,132
1.0786e+06,133
9.6900e+05,134
7.4367e+05,135
1.1615e+06,136
7.2104e+05,137
6.6042e+05,138
5.2624e+05,139
6.0959e+05,140
7.2935e+05,141
5.704e+05,142
5.7016e+05,143
5.3924e+05,144
4.414e+05,145
5.4863e+05,146
6.7519e+05,147
5.3964e+05,148
4.9893e+05,149
5.8181e+05,150
5.6145e+05,151
5.1793e+05,152
6.2472e+05,153
5.0008e+05,154
5.2502e+05,155
6.152e+05,156
5.5698e+05,157
5.6384e+05,158
6.0358e+05,159
4.6749e+05,160
3.2705e+05,161
4.5955e+05,162
3.52e+05,163
2.9493e+05,164
4.4492e+05,165
3.5595e+05,166
5.5994e+05,167
6.3939e+05,168
5.6572e+05,169
6.1859e+05,170
6.6277e+05,171
5.145e+05,172
5.1214e+05,173
5.4669e+05,174
4.283e+05,175
4.6064e+05,176
4.9136e+05,177
3.8699e+05,178
6.1245e+05,179
7.0326e+05,180
5.4228e+05,181
4.28e+05,182
4.945e+05,183
3.7618e+05,184
3.6463e+05,185
4.4803e+05,186
2.6823e+05,187
2.8344e+05,188
3.8819e+05,189
2.8093e+05,190
4.9712e+05,191
6.0985e+05,192
5.3684e+05,193
4.4201e+05,194
4.1413e+05,195
2.661e+05,196
3.1896e+05,197
4.9568e+05,198
4.1147e+05,199
5.549e+05,200
6.162e+05,201
5.586e+05,202
6.6961e+05,203
6.7906e+05,204
5.0893e+05,205
4.7818e+05,206
5.6344e+05,207
3.5894e+05,208
3.0678e+05,209
3.8248e+05,210
2.4049e+05,211
1.9572e+05,212
3.4291e+05,213
2.6861e+05,214
3.14e+05,215
3.8549e+05,216
2.7861e+05,217
4.0162e+05,218
3.8833e+05,219
3.1989e+05,220
3.2340e+05,221
3.853e+05,222
2.1734e+05,223
2.3159e+05,224
3.5316e+05,225
2.1404e+05,226
1.703e+05,227
2.7176e+05,228
1.644e+05,229
2.1865e+05,230
3.2612e+05,231
2.4712e+05,232
2.8827e+05,233
4.1869e+05,234
3.1084e+05,235
2.8276e+05,236
3.6435e+05,237
1.8881e+05,238
2.5667e+05,239
3.696e+05,240
2.8344e+05,241
2.5325e+05,242
3.4199e+05,243
1.837e+05,244
2.8322e+05,245
4.1145e+05,246
2.1413e+05,247
1.1899e+05,248
2.2188e+05,249
1.1032e+05,250
1.399e+05,251
2.7118e+05,252
1.3268e+05,253
1.42e+05,254
2.5802e+05,255
1.534e+05,256
2.1351e+05,257
3.1513e+05,258
1.7605e+05,259
6.8254e+05,260
3.633e+05,261
48838,262
1.1525e+05,263
27941,264
1758,265
4793,266
1193,267
1.119e+06,268
8.0234e+05,269
6.9254e+05,270
1.2541e+06,271
5.6377e+05,272
6.4808e+05,273
5.401e+05,274
4.738e+05,275
4.9694e+05,276
2.9739e+05,277
3.5507e+05,278
4.2395e+05,279
3.1948e+05,280
3.6421e+05,281
4.4359e+05,282
2.4649e+05,283
2.1368e+05,284
3.5060e+05,285
2.4191e+05,286
2.3611e+05,287
3.6156e+05,288
2.8391e+05,289
3.3542e+05,290
4.3976e+05,291
3.3828e+05,292
4.7433e+05,293
5.7864e+05,294
6.1335e+05,295
7.3186e+05,296
8.5665e+05,297
6.5046e+05,298
6.5898e+05,299
6.8186e+05,300
5.6613e+05,301
68740,302
8.0536e+05,303
4.5386e+05,304
4.6356e+05,305
5.7773e+05,306
4.4572e+05,307
5.0792e+05,308
5.769e+05,309
5.348e+05,310
7.6384e+05,311
8.1079e+05,312
6.5338e+05,313
5.8702e+05,314
6.1415e+05,315
4.1371e+05,316
3.4612e+05,317
3.8682e+05,318
2.1995e+05,319
2.9967e+05,320
5.1278e+05,321
3.7242e+05,322
3.7236e+05,323
4.911e+05,324
3.3485e+05,325
3.1069e+05,326
4.5249e+05,327
4.0341e+05,328
5.1511e+05,329
5.4177e+05,330
4.6065e+05,331
4.0438e+05,332
5.1407e+05,333
4.2017e+05,334
4.8675e+05,335
5.2317e+05,336
3.6953e+05,337
4.4451e+05,338
4.9632e+05,339
3.1123e+05,340
3.5264e+05,341
4.3886e+05,342
2.7946e+05,343
3.1576e+05,344
4.147e+05,345
3.1051e+05,346
5.0645e+05,347
9677,348
72695,349
10997,350
5609,351
33079,352
4869,353
3460,354
15396,355
3146,356
4757,357
3.1287e+06,358
7.2145e+05,359
5.2717e+05,360
5.8622e+05,361
